fips_country,fips_adm1,fips_adm1_name,fips_adm1_name_ascii,adm1_type,start_cn,end_cn,current
FR,FR26,Dordogne,Dordogne,department,399,399,False
FR,FR27,Doubs,Doubs,department,399,399,False
FR,FR28,Drome,Drome,department,399,399,False
FR,FR29,Eure,Eure,department,399,399,False
FR,FR30,Eure-et-Loir,Eure-et-Loir,department,399,399,False
FR,FR31,Finistere,Finistere,department,399,399,False
FR,FR32,Gard,Gard,department,399,399,False
FR,FR33,Gers,Gers,department,399,399,False
FR,FR34,Gironde,Gironde,department,399,399,False
FR,FR35,Haute-Garonne,Haute-Garonne,department,399,399,False
FR,FR36,Haute-Loire,Haute-Loire,department,399,399,False
FR,FR37,Haute-Marne,Haute-Marne,department,399,399,False
FR,FR38,Hautes-Alpes,Hautes-Alpes,department,399,399,False
FR,FR39,Haute-Saone,Haute-Saone,department,399,399,False
FR,FR40,Haute-Savoie,Haute-Savoie,department,399,399,False
FR,FR41,Hautes-Pyrenees,Hautes-Pyrenees,department,399,399,False
FR,FR42,Haute-Vienne,Haute-Vienne,department,399,399,False
FR,FR43,Haut-Rhin,Haut-Rhin,department,399,399,False
FR,FR44,Herault,Herault,department,399,399,False
FR,FR45,Ille-et-Vilaine,Ille-et-Vilaine,department,399,399,False
FR,FR46,Indre,Indre,department,399,399,False
FR,FR47,Indre-et-Loire,Indre-et-Loire,department,399,399,False
FR,FR48,Isere,Isere,department,399,399,False
FR,FR49,Jura,Jura,department,399,399,False
FR,FR50,Landes,Landes,department,399,399,False
FR,FR51,Loire,Loire,department,399,399,False
FR,FR52,Loire-Atlantique,Loire-Atlantique,department,399,399,False
FR,FR53,Loiret,Loiret,department,399,399,False
FR,FR54,Loir-et-Cher,Loir-et-Cher,department,399,399,False
FR,FR55,Lot,Lot,department,399,399,False
FR,FR56,Lot-et-Garonne,Lot-et-Garonne,department,399,399,False
FR,FR57,Lozere,Lozere,department,399,399,False
FR,FR58,Maine-et-Loire,Maine-et-Loire,department,399,399,False
FR,FR59,Manche,Manche,department,399,399,False
FR,FR60,Marne,Marne,department,399,399,False
FR,FR61,Mayenne,Mayenne,department,399,399,False
FR,FR62,Meurthe-et-Moselle,Meurthe-et-Moselle,department,399,399,False
FR,FR63,Meuse,Meuse,department,399,399,False
FR,FR64,Morbihan,Morbihan,department,399,399,False
FR,FR65,Moselle,Moselle,department,399,399,False
FR,FR66,Nievre,Nievre,department,399,399,False
FR,FR67,Nord,Nord,department,399,399,False
FR,FR68,Oise,Oise,department,399,399,False
FR,FR69,Orne,Orne,department,399,399,False
FR,FR70,Pas-de-Calais,Pas-de-Calais,department,399,399,False
FR,FR71,Puy-de-Dome,Puy-de-Dome,department,399,399,False
FR,FR72,Pyrenees-Orientales,Pyrenees-Orientales,department,399,399,False
FR,FR73,Rhone,Rhone,department,399,399,False
FR,FR74,Saone-et-Loire,Saone-et-Loire,department,399,399,False
FR,FR75,Sarthe,Sarthe,department,399,399,False
FR,FR76,Savoie,Savoie,department,399,399,False
FR,FR77,Hauts-de-Seine,Hauts-de-Seine,department,399,399,False
FR,FR78,Seine-et-Marne,Seine-et-Marne,department,399,399,False
FR,FR79,Essonne,Essonne,department,399,399,False
FR,FR80,Seine-Maritime,Seine-Maritime,department,399,399,False
FR,FR81,Somme,Somme,department,399,399,False
FR,FR82,Tarn,Tarn,department,399,399,False
FR,FR84,Var,Var,department,399,399,False
FR,FR85,Vaucluse,Vaucluse,department,399,399,False
FR,FR86,Vendee,Vendee,department,399,399,False
FR,FR87,Vienne,Vienne,department,399,399,False
FR,FR88,Vosges,Vosges,department,399,399,False
FR,FR89,Yonne,Yonne,department,399,399,False
FR,FR90,Corse-du-Sud,Corse-du-Sud,department,399,399,False
FR,FR91,Seine-Saint-Denis,Seine-Saint-Denis,department,399,399,False
FR,FR92,Val-de-Marne,Val-de-Marne,department,399,399,False
FR,FR93,Val-d'Oise,Val-d'Oise,department,399,399,False
FR,FR94,Ville de Paris,Ville de Paris,department,399,399,False
FR,FR95,Yvelines,Yvelines,department,399,399,False
FR,FR96,Haute-Corse,Haute-Corse,department,399,399,False
FR,FR97,Aquitaine,Aquitaine,region,400,414,True
FR,FR98,Auvergne,Auvergne,region,400,414,True
FR,FR99,Basse-Normandie,Basse-Normandie,region,400,414,True
FR,FRA1,Bourgogne,Bourgogne,region,400,414,True
FR,FRA2,Bretagne,Bretagne,region,400,414,True
FR,FRA3,Centre,Centre,region,400,414,True
FR,FRA4,Champagne-Ardenne,Champagne-Ardenne,region,400,414,True
FR,FRA5,Corse,Corse,region,400,414,True
FR,FRA6,Franche-Comte,Franche-Comte,region,400,414,True
FR,FRA7,Haute-Normandie,Haute-Normandie,region,400,414,True
FR,FRA8,Ile-de-France,Ile-de-France,region,400,414,True
FR,FRA9,Languedoc-Roussillon,Languedoc-Roussillon,region,400,414,True
FR,FRB1,Limousin,Limousin,region,400,414,True
FR,FRB2,Lorraine,Lorraine,region,400,414,True
FR,FRB3,Midi-Pyrenees,Midi-Pyrenees,region,400,414,True
FR,FRB4,Nord-Pas-de-Calais,Nord-Pas-de-Calais,region,400,414,True
FR,FRB5,Pays de la Loire,Pays de la Loire,region,400,414,True
FR,FRB6,Picardie,Picardie,region,400,414,True
FR,FRB7,Poitou-Charentes,Poitou-Charentes,region,400,414,True
FR,FRB8,Provence-Alpes-Cote d'Azur,Provence-Alpes-Cote d'Azur,region,400,414,True
FR,FRB9,Rhone-Alpes,Rhone-Alpes,region,400,414,True
FR,FRC1,Alsace,Alsace,region,400,414,True
GA,GA01,Banjul,Banjul,city,399,414,True
GA,GA02,Lower River,Lower River,division,399,414,True
GA,GA03,Central River,Central River,division,410,414,True
GA,GA04,Upper River,Upper River,division,399,414,True
GA,GA05,Western,Western,division,399,414,True
GA,GA07,North Bank,North Bank,division,399,414,True
GB,GB01,Estuaire,Estuaire,province,399,414,True
GB,GB02,Haut-Ogooue,Haut-Ogooue,province,399,414,True
GB,GB03,Moyen-Ogooue,Moyen-Ogooue,province,399,414,True
GB,GB04,Ngounie,Ngounie,province,399,414,True
GB,GB05,Nyanga,Nyanga,province,399,414,True
GB,GB06,Ogooue-Ivindo,Ogooue-Ivindo,province,399,414,True
GB,GB07,Ogooue-Lolo,Ogooue-Lolo,province,399,414,True
GB,GB08,Ogooue-Maritime,Ogooue-Maritime,province,399,414,True
GB,GB09,Woleu-Ntem,Woleu-Ntem,province,399,414,True
GC,GC01,Cottbus,Cottbus,district,399,399,False
GC,GC02,Dresden,Dresden,district,399,399,False
GC,GC03,Erfurt,Erfurt,district,399,399,False
GC,GC04,Frankfurt,Frankfurt,district,399,399,False
GC,GC05,Gera,Gera,district,399,399,False
GC,GC06,Halle,Halle,district,399,399,False
GC,GC07,Karl-Marx-Stadt,Karl-Marx-Stadt,district,399,399,False
GC,GC09,Leipzig,Leipzig,district,399,399,False
GC,GC10,Neubrandenburg,Neubrandenburg,district,399,399,False
GC,GC12,Potsdam,Potsdam,district,399,399,False
GC,GC13,Rostock,Rostock,district,399,399,False
GC,GC14,Schwerin,Schwerin,district,399,399,False
GC,GC15,Suhl,Suhl,district,399,399,False
GE,GE01,Baden-Wurttemberg,Baden-Wurttemberg,state,399,399,False
GE,GE02,Bayern__Bavaria,Bayern__Bavaria,state,399,399,False
GE,GE03,Bremen,Bremen,state,399,399,False
GE,GE04,Hamburg,Hamburg,state,399,399,False
GE,GE05,Hessen,Hessen,state,399,399,False
GE,GE06,Niedersachsen,Niedersachsen,state,399,399,False
GE,GE07,Nordrhein-Westfalen,Nordrhein-Westfalen,state,399,399,False
GE,GE08,Rheinland-Pfalz,Rheinland-Pfalz,state,399,399,False
GE,GE09,Saarland,Saarland,state,399,399,False
GE,GE10,Schleswig-Holstein,Schleswig-Holstein,state,399,399,False
GG,GG01,Abashis Raioni,Abashis Raioni,region,401,414,True
GG,GG02,Abkhazia,Abkhazia,autonomous republic,401,414,True
GG,GG03,Adigenis Raioni,Adigenis Raioni,region,401,414,True
GG,GG04,Ajaria,Ajaria,autonomous republic,401,414,True
GG,GG05,Akhalgoris Raioni,Akhalgoris Raioni,region,401,414,True
GG,GG06,Akhalk'alak'is Raioni,Akhalk'alak'is Raioni,region,401,414,True
GG,GG07,Akhalts'ikhis Raioni,Akhalts'ikhis Raioni,region,401,414,True
GG,GG08,Akhmetis Raioni,Akhmetis Raioni,region,401,414,True
GG,GG09,Ambrolauris Raioni,Ambrolauris Raioni,region,401,414,True
GG,GG10,Aspindzis Raioni,Aspindzis Raioni,region,401,414,True
GG,GG11,Baghdat'is Raioni,Baghdat'is Raioni,region,401,414,True
GG,GG12,Bolnisis Raioni,Bolnisis Raioni,region,401,414,True
GG,GG13,Borjomis Raioni,Borjomis Raioni,region,401,414,True
GG,GG15,Ch'khorotsqus Raioni,Ch'khorotsqus Raioni,region,401,414,True
GG,GG16,Ch'okhatauris Raioni,Ch'okhatauris Raioni,region,401,414,True
GG,GG17,Dedop'listsqaros Raioni,Dedop'listsqaros Raioni,region,401,414,True
GG,GG18,Dmanisis Raioni,Dmanisis Raioni,region,401,414,True
GG,GG19,Dushet'is Raioni,Dushet'is Raioni,region,401,414,True
GG,GG20,Gardabanis Raioni,Gardabanis Raioni,region,401,414,True
GG,GG22,Goris Raioni,Goris Raioni,region,401,414,True
GG,GG23,Gurjaanis Raioni,Gurjaanis Raioni,region,401,414,True
GG,GG24,Javis Raioni,Javis Raioni,region,401,414,True
GG,GG25,K'arelis Raioni,K'arelis Raioni,region,401,414,True
GG,GG26,Kaspis Raioni,Kaspis Raioni,region,401,414,True
GG,GG27,Kharagaulis Raioni,Kharagaulis Raioni,region,401,414,True
GG,GG28,Khashuris Raioni,Khashuris Raioni,region,401,414,True
GG,GG29,Khobis Raioni,Khobis Raioni,region,401,414,True
GG,GG30,Khonis Raioni,Khonis Raioni,region,401,414,True
GG,GG32,Lagodekhis Raioni,Lagodekhis Raioni,region,401,414,True
GG,GG33,Lanch'khut'is Raioni,Lanch'khut'is Raioni,region,401,414,True
GG,GG34,Lentekhis Raioni,Lentekhis Raioni,region,401,414,True
GG,GG35,Marneulis Raioni,Marneulis Raioni,region,401,414,True
GG,GG36,Martvilis Raioni,Martvilis Raioni,region,401,414,True
GG,GG37,Mestiis Raioni,Mestiis Raioni,region,401,414,True
GG,GG38,Mts'khet'is Raioni,Mts'khet'is Raioni,region,401,414,True
GG,GG39,Ninotsmindis Raioni,Ninotsmindis Raioni,region,401,414,True
GG,GG40,Onis Raioni,Onis Raioni,region,401,414,True
GG,GG41,Ozurget'is Raioni,Ozurget'is Raioni,region,401,414,True
GG,GG43,Qazbegis Raioni,Qazbegis Raioni,region,401,414,True
GG,GG44,Qvarlis Raioni,Qvarlis Raioni,region,401,414,True
GG,GG46,Sach'kheris Raioni,Sach'kheris Raioni,region,401,414,True
GG,GG47,Sagarejos Raioni,Sagarejos Raioni,region,401,414,True
GG,GG48,Samtrediis Raioni,Samtrediis Raioni,region,401,414,True
GG,GG49,Senakis Raioni,Senakis Raioni,region,401,414,True
GG,GG50,Sighnaghis Raioni,Sighnaghis Raioni,region,401,414,True
GG,GG52,T'elavis Raioni,T'elavis Raioni,region,401,414,True
GG,GG53,T'erjolis Raioni,T'erjolis Raioni,region,401,414,True
GG,GG54,T'et'ritsqaros Raioni,T'et'ritsqaros Raioni,region,401,414,True
GG,GG55,T'ianet'is Raioni,T'ianet'is Raioni,region,401,414,True
GG,GG57,Ts'ageris Raioni,Ts'ageris Raioni,region,401,414,True
GG,GG58,Tsalenjikhis Raioni,Tsalenjikhis Raioni,region,401,414,True
GG,GG59,Tsalkis Raioni,Tsalkis Raioni,region,401,414,True
GG,GG61,Vanis Raioni,Vanis Raioni,region,401,414,True
GG,GG62,Zestap'onis Raioni,Zestap'onis Raioni,region,401,414,True
GG,GG64,Zugdidis Raioni,Zugdidis Raioni,region,401,414,True
GH,GH01,Greater Accra,Greater Accra,region,399,414,True
GH,GH02,Ashanti,Ashanti,region,399,414,True
GH,GH03,Brong-Ahafo,Brong-Ahafo,region,399,414,True
GH,GH04,Central,Central,region,399,414,True
GH,GH05,Eastern,Eastern,region,399,414,True
GH,GH06,Northern,Northern,region,399,414,True
GH,GH08,Volta,Volta,region,399,414,True
GH,GH09,Western,Western,region,399,414,True
GH,GH10,Upper East,Upper East,region,400,414,True
GH,GH11,Upper West,Upper West,region,400,414,True
GJ,GJ01,Saint Andrew,Saint Andrew,parish,400,414,True
GJ,GJ02,Saint David,Saint David,parish,400,414,True
GJ,GJ03,Saint George,Saint George,parish,400,414,True
GJ,GJ04,Saint John,Saint John,parish,400,414,True
GJ,GJ05,Saint Mark,Saint Mark,parish,400,414,True
GJ,GJ06,Saint Patrick,Saint Patrick,parish,400,414,True
GL,GL01,Nordgronland,Nordgronland,municipality,399,414,True
GL,GL02,Ostgronland,Ostgronland,municipality,399,414,True
GL,GL03,Vestgronland,Vestgronland,municipality,399,414,True
GM,GM01,Baden-Wurttemberg,Baden-Wurttemberg,state,400,414,True
GM,GM02,Bayern__Bavaria,Bayern__Bavaria,state,400,414,True
GM,GM03,Bremen,Bremen,state,400,414,True
GM,GM04,Hamburg,Hamburg,state,400,414,True
GM,GM05,Hessen,Hessen,state,400,414,True
GM,GM06,Niedersachsen,Niedersachsen,state,400,414,True
GM,GM07,Nordrhein-Westfalen,Nordrhein-Westfalen,state,400,414,True
GM,GM08,Rheinland-Pfalz,Rheinland-Pfalz,state,400,414,True
GM,GM09,Saarland,Saarland,state,400,414,True
GM,GM10,Schleswig-Holstein,Schleswig-Holstein,state,400,414,True
GM,GM11,Brandenburg,Brandenburg,state,400,414,True
GM,GM12,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,state,400,414,True
GM,GM13,Sachsen,Sachsen,state,400,414,True
GM,GM14,Sachsen-Anhalt,Sachsen-Anhalt,state,400,414,True
GM,GM15,Thuringen,Thuringen,state,400,414,True
GM,GM16,Berlin,Berlin,state,400,414,True
GR,GR01,Evros,Evros,department,399,414,True
GR,GR02,Rodhopi,Rodhopi,department,399,414,True
GR,GR03,Xanthi,Xanthi,department,399,414,True
GR,GR04,Drama,Drama,department,399,414,True
GR,GR05,Serrai,Serrai,department,399,414,True
GR,GR06,Kilkis,Kilkis,department,399,414,True
GR,GR07,Pella,Pella,department,399,414,True
GR,GR08,Florina,Florina,department,399,414,True
GR,GR09,Kastoria,Kastoria,department,399,414,True
GR,GR10,Grevena,Grevena,department,399,414,True
GR,GR11,Kozani,Kozani,department,399,414,True
GR,GR12,Imathia,Imathia,department,399,414,True
GR,GR13,Thessaloniki,Thessaloniki,department,399,414,True
GR,GR14,Kavala,Kavala,department,399,414,True
GR,GR15,Khalkidhiki,Khalkidhiki,department,399,414,True
GR,GR16,Pieria,Pieria,department,399,414,True
GR,GR17,Ioannina,Ioannina,department,399,414,True
GR,GR18,Thesprotia,Thesprotia,department,399,414,True
GR,GR19,Preveza,Preveza,department,399,414,True
GR,GR20,Arta,Arta,department,399,414,True
GR,GR21,Larisa,Larisa,department,399,414,True
GR,GR22,Trikala,Trikala,department,399,414,True
GR,GR23,Kardhitsa,Kardhitsa,department,399,414,True
GR,GR24,Magnisia,Magnisia,department,399,414,True
GR,GR25,Kerkira,Kerkira,department,399,414,True
GR,GR26,Levkas,Levkas,department,399,414,True
GR,GR27,Kefallinia,Kefallinia,department,399,414,True
GR,GR28,Zakinthos,Zakinthos,department,399,414,True
GR,GR29,Fthiotis,Fthiotis,department,399,414,True
GR,GR30,Evritania,Evritania,department,399,414,True
GR,GR31,Aitolia kai Akarnania,Aitolia kai Akarnania,department,399,414,True
GR,GR32,Fokis,Fokis,department,399,414,True
GR,GR33,Voiotia,Voiotia,department,399,414,True
GR,GR34,Evvoia,Evvoia,department,399,414,True
GR,GR35,Attiki,Attiki,department,399,414,True
GR,GR36,Argolis,Argolis,department,399,414,True
GR,GR37,Korinthia,Korinthia,department,399,414,True
GR,GR38,Akhaia,Akhaia,department,399,414,True
GR,GR39,Ilia,Ilia,department,399,414,True
GR,GR40,Messinia,Messinia,department,399,414,True
GR,GR41,Arkadhia,Arkadhia,department,399,414,True
GR,GR42,Lakonia,Lakonia,department,399,414,True
GR,GR43,Khania,Khania,department,399,414,True
GR,GR44,Rethimni,Rethimni,department,399,414,True
GR,GR45,Iraklion,Iraklion,department,399,414,True
GR,GR46,Lasithi,Lasithi,department,399,414,True
GR,GR47,Dhodhekanisos,Dhodhekanisos,department,399,414,True
GR,GR48,Samos,Samos,department,399,414,True
GR,GR49,Kikladhes,Kikladhes,department,399,414,True
GR,GR50,Khios,Khios,department,399,414,True
GR,GR51,Lesvos,Lesvos,department,399,414,True
GT,GT01,Alta Verapaz,Alta Verapaz,department,399,414,True
GT,GT02,Baja Verapaz,Baja Verapaz,department,399,414,True
GT,GT03,Chimaltenango,Chimaltenango,department,399,414,True
GT,GT04,Chiquimula,Chiquimula,department,399,414,True
GT,GT05,El Progreso,El Progreso,department,399,414,True
GT,GT06,Escuintla,Escuintla,department,399,414,True
GT,GT07,Guatemala,Guatemala,department,399,414,True
GT,GT08,Huehuetenango,Huehuetenango,department,399,414,True
GT,GT09,Izabal,Izabal,department,399,414,True
GT,GT10,Jalapa,Jalapa,department,399,414,True
GT,GT11,Jutiapa,Jutiapa,department,399,414,True
GT,GT12,Peten,Peten,department,399,414,True
GT,GT13,Quetzaltenango,Quetzaltenango,department,399,414,True
GT,GT14,Quiche,Quiche,department,399,414,True
GT,GT15,Retalhuleu,Retalhuleu,department,399,414,True
GT,GT16,Sacatepequez,Sacatepequez,department,399,414,True
GT,GT17,San Marcos,San Marcos,department,399,414,True
GT,GT18,Santa Rosa,Santa Rosa,department,399,414,True
GT,GT19,Solola,Solola,department,399,414,True
GT,GT20,Suchitepequez,Suchitepequez,department,399,414,True
GT,GT21,Totonicapan,Totonicapan,department,399,414,True
GT,GT22,Zacapa,Zacapa,department,399,414,True
GV,GV01,Beyla,Beyla,administrative region,399,406,False
GV,GV02,Boffa,Boffa,administrative region,399,406,False
GV,GV03,Boke,Boke,administrative region,399,406,False
GV,GV04,Conakry,Conakry,administrative region,399,406,False
GV,GV05,Dabola,Dabola,administrative region,399,406,False
GV,GV06,Dalaba,Dalaba,administrative region,399,406,False
GV,GV07,Dinguiraye,Dinguiraye,administrative region,399,406,False
GV,GV08,Dubreka,Dubreka,administrative region,399,406,False
GV,GV09,Faranah,Faranah,administrative region,399,406,False
GV,GV10,Forecariah,Forecariah,administrative region,399,406,False
GV,GV11,Fria,Fria,administrative region,399,406,False
GV,GV12,Gaoual,Gaoual,administrative region,399,406,False
GV,GV13,Gueckedou,Gueckedou,administrative region,399,406,False
GV,GV14,Kankan,Kankan,administrative region,399,406,False
GV,GV15,Kerouane,Kerouane,administrative region,399,406,False
GV,GV16,Kindia,Kindia,administrative region,399,406,False
GV,GV17,Kissidougou,Kissidougou,administrative region,399,406,False
GV,GV18,Koundara,Koundara,administrative region,399,406,False
GV,GV19,Kouroussa,Kouroussa,administrative region,399,406,False
GV,GV20,Labe,Labe,administrative region,399,406,False
GV,GV21,Macenta,Macenta,administrative region,399,406,False
GV,GV22,Mali,Mali,administrative region,399,406,False
GV,GV23,Mamou,Mamou,administrative region,399,406,False
GV,GV24,Nzerekore,Nzerekore,administrative region,399,406,False
GV,GV25,Pita,Pita,administrative region,399,406,False
GV,GV26,Siguiri,Siguiri,administrative region,399,406,False
GV,GV27,Telimele,Telimele,administrative region,399,406,False
GV,GV28,Tougue,Tougue,administrative region,399,406,False
GV,GV29,Yomou,Yomou,administrative region,399,406,False
GY,GY01,East Berbice-Corentyne,East Berbice-Corentyne,district,399,399,False
GY,GY02,East Demerara-West Coast Berbice,East Demerara-West Coast Berbice,district,399,399,False
GY,GY05,Mazaruni-Potaro,Mazaruni-Potaro,district,399,399,False
GY,GY06,North West,North West,district,399,399,False
GY,GY07,Rupununi,Rupununi,district,399,399,False
GY,GY09,West Demerara-Essequibo Coast,West Demerara-Essequibo Coast,district,399,399,False
GY,GY10,Barima-Waini,Barima-Waini,region,400,414,True
GY,GY11,Cuyuni-Mazaruni,Cuyuni-Mazaruni,region,400,414,True
GY,GY12,Demerara-Mahaica,Demerara-Mahaica,region,400,414,True
GY,GY13,East Berbice-Corentyne,East Berbice-Corentyne,region,400,414,True
GY,GY14,Essequibo Islands-West Demerara,Essequibo Islands-West Demerara,region,400,414,True
GY,GY15,Mahaica-Berbice,Mahaica-Berbice,region,400,414,True
GY,GY16,Pomeroon-Supenaam,Pomeroon-Supenaam,region,400,414,True
GY,GY17,Potaro-Siparuni,Potaro-Siparuni,region,400,414,True
GY,GY18,Upper Demerara-Berbice,Upper Demerara-Berbice,region,400,414,True
GY,GY19,Upper Takutu-Upper Essequibo,Upper Takutu-Upper Essequibo,region,400,414,True
HA,HA01,Artibonite,Artibonite,department,399,399,False
HA,HA02,Nord,Nord,department,399,399,False
HA,HA03,Nord-Ouest,Nord-Ouest,department,399,414,True
HA,HA04,Ouest,Ouest,department,399,399,False
HA,HA05,Sud,Sud,department,399,399,False
HA,HA06,Artibonite,Artibonite,department,400,414,True
HA,HA07,Centre,Centre,department,400,414,True
HA,HA08,Grand' Anse,Grand' Anse,department,400,410,False
HA,HA09,Nord,Nord,department,400,414,True
HA,HA10,Nord-Est,Nord-Est,department,400,414,True
HA,HA11,Ouest,Ouest,department,400,414,True
HA,HA12,Sud,Sud,department,400,414,True
HA,HA13,Sud-Est,Sud-Est,department,400,414,True
HA,HA14,Grand' Anse,Grand' Anse,department,411,414,True
HA,HA15,Nippes,Nippes,department,411,414,True
HO,HO01,Atlantida,Atlantida,department,399,414,True
HO,HO02,Choluteca,Choluteca,department,399,414,True
HO,HO03,Colon,Colon,department,399,414,True
HO,HO04,Comayagua,Comayagua,department,399,414,True
HO,HO05,Copan,Copan,department,399,414,True
HO,HO06,Cortes,Cortes,department,399,414,True
HO,HO07,El Paraiso,El Paraiso,department,399,414,True
HO,HO08,Francisco Morazan,Francisco Morazan,department,399,414,True
HO,HO09,Gracias a Dios,Gracias a Dios,department,399,414,True
HO,HO10,Intibuca,Intibuca,department,399,414,True
HO,HO11,Islas de la Bahia,Islas de la Bahia,department,399,414,True
HO,HO12,La Paz,La Paz,department,399,414,True
HO,HO13,Lempira,Lempira,department,399,414,True
HO,HO14,Ocotepeque,Ocotepeque,department,399,414,True
HO,HO15,Olancho,Olancho,department,399,414,True
HO,HO16,Santa Barbara,Santa Barbara,department,399,414,True
HO,HO17,Valle,Valle,department,399,414,True
HO,HO18,Yoro,Yoro,department,399,414,True
HR,HR21,Grad Zagreb,Grad Zagreb,city,404,414,True
HU,HU01,Bacs-Kiskun,Bacs-Kiskun,county,399,414,True
HU,HU02,Baranya,Baranya,county,399,414,True
HU,HU03,Bekes,Bekes,county,399,414,True
HU,HU04,Borsod-Abauj-Zemplen,Borsod-Abauj-Zemplen,county,399,414,True
HU,HU05,Budapest,Budapest,capital city,399,414,True
HU,HU06,Csongrad,Csongrad,county,399,414,True
HU,HU07,Debrecen,Debrecen,urban county,399,414,True
HU,HU08,Fejer,Fejer,county,399,414,True
HU,HU09,Gyor-Moson-Sopron,Gyor-Moson-Sopron,county,399,414,True
HU,HU10,Hajdu-Bihar,Hajdu-Bihar,county,399,414,True
HU,HU11,Heves,Heves,county,399,414,True
HU,HU12,Komarom-Esztergom,Komarom-Esztergom,county,399,414,True
HU,HU13,Miskolc,Miskolc,urban county,399,414,True
HU,HU14,Nograd,Nograd,county,399,414,True
HU,HU15,Pecs,Pecs,urban county,399,414,True
HU,HU16,Pest,Pest,county,399,414,True
HU,HU17,Somogy,Somogy,county,399,414,True
HU,HU18,Szabolcs-Szatmar-Bereg,Szabolcs-Szatmar-Bereg,county,399,414,True
HU,HU19,Szeged,Szeged,urban county,399,414,True
HU,HU20,Jasz-Nagykun-Szolnok,Jasz-Nagykun-Szolnok,county,399,414,True
HU,HU21,Tolna,Tolna,county,399,414,True
HU,HU22,Vas,Vas,county,399,414,True
HU,HU23,Veszprem,Veszprem,county,399,414,True
HU,HU24,Zala,Zala,county,399,414,True
HU,HU25,Gyor,Gyor,urban county,399,414,True
HU,HU26,Bekescsaba,Bekescsaba,urban county,400,414,True
HU,HU27,Dunaujvaros,Dunaujvaros,urban county,400,414,True
HU,HU28,Eger,Eger,urban county,400,414,True
HU,HU29,Hodmezovasarhely,Hodmezovasarhely,urban county,400,414,True
HU,HU30,Kaposvar,Kaposvar,urban county,400,414,True
HU,HU31,Kecskemet,Kecskemet,urban county,400,414,True
HU,HU32,Nagykanizsa,Nagykanizsa,urban county,400,414,True
HU,HU33,Nyiregyhaza,Nyiregyhaza,urban county,400,414,True
HU,HU34,Sopron,Sopron,urban county,400,414,True
HU,HU35,Szekesfehervar,Szekesfehervar,urban county,400,414,True
HU,HU36,Szolnok,Szolnok,urban county,400,414,True
HU,HU37,Szombathely,Szombathely,urban county,400,414,True
HU,HU38,Tatabanya,Tatabanya,urban county,400,414,True
HU,HU39,Veszprem,Veszprem,urban county,400,414,True
HU,HU40,Zalaegerszeg,Zalaegerszeg,urban county,400,414,True
HU,HU41,Salgótarján,Salgotarjan,county,412,414,True
HU,HU42,Szekszárd,Szekszard,county,412,414,True
HU,HU43,Erd,Erd,county,413,414,True
IC,IC01,Akranes,Akranes,independent town,399,409,False
IC,IC02,Akureyri,Akureyri,independent town,399,409,False
IC,IC03,Arnessysla,Arnessysla,county,399,409,False
IC,IC04,Austur-Bardastrandarsysla,Austur-Bardastrandarsysla,county,399,409,False
IC,IC05,Austur-Hunavatnssysla,Austur-Hunavatnssysla,county,399,409,False
IC,IC06,Austur-Skaftafellssysla,Austur-Skaftafellssysla,county,399,409,False
IC,IC07,Borgarfjardarsysla,Borgarfjardarsysla,county,399,409,False
IC,IC08,Dalasysla,Dalasysla,county,399,409,False
IC,IC09,Eyjafjardarsysla,Eyjafjardarsysla,county,399,409,False
IC,IC10,Gullbringusysla,Gullbringusysla,county,399,409,False
IC,IC11,Hafnarfjordur,Hafnarfjordur,independent town,399,409,False
IC,IC12,Husavik,Husavik,independent town,399,409,False
IC,IC13,Isafjordur,Isafjordur,independent town,399,409,False
IC,IC14,Keflavik,Keflavik,independent town,399,409,False
IC,IC15,Kjosarsysla,Kjosarsysla,county,399,409,False
IC,IC16,Kopavogur,Kopavogur,independent town,399,409,False
IC,IC17,Myrasysla,Myrasysla,county,399,409,False
IC,IC18,Neskaupstadur,Neskaupstadur,independent town,399,409,False
IC,IC19,Nordur-Isafjardarsysla,Nordur-Isafjardarsysla,county,399,409,False
IC,IC20,Nordur-Mulasysla,Nordur-Mulasysla,county,399,409,False
IC,IC21,Nordur-Tingeyjarsysla,Nordur-Tingeyjarsysla,county,399,409,False
IC,IC22,Olafsfjordur,Olafsfjordur,independent town,399,409,False
IC,IC23,Rangarvallasysla,Rangarvallasysla,county,399,409,False
IC,IC24,Reykjavik,Reykjavik,independent town,399,409,False
IC,IC25,Saudarkrokur,Saudarkrokur,independent town,399,409,False
IC,IC26,Seydisfjordur,Seydisfjordur,independent town,399,409,False
IC,IC27,Siglufjordur,Siglufjordur,independent town,399,409,False
IC,IC28,Skagafjardarsysla,Skagafjardarsysla,county,399,409,False
IC,IC29,Snafellsnes- og Hnappadalssysla,Snafellsnes- og Hnappadalssysla,county,399,409,False
IC,IC30,Strandasysla,Strandasysla,county,399,409,False
IC,IC31,Sudur-Mulasysla,Sudur-Mulasysla,county,399,409,False
IC,IC32,Sudur-Tingeyjarsysla,Sudur-Tingeyjarsysla,county,399,409,False
IC,IC33,Vestmannaeyjar,Vestmannaeyjar,independent town,399,409,False
IC,IC34,Vestur-Bardastrandarsysla,Vestur-Bardastrandarsysla,county,399,409,False
