fips_country,fips_adm1,fips_adm1_name,fips_adm1_name_ascii,adm1_type,start_cn,end_cn,current
AC,AC01,Barbuda,Barbuda,dependency,413,414,True
AC,AC03,Saint George,Saint George,parish,399,414,True
AC,AC04,Saint John,Saint John,parish,399,414,True
AC,AC05,Saint Mary,Saint Mary,parish,399,414,True
AC,AC06,Saint Paul,Saint Paul,parish,399,414,True
AC,AC07,Saint Peter,Saint Peter,parish,399,414,True
AC,AC08,Saint Philip,Saint Philip,parish,399,414,True
AC,AC09,Redonda,Redonda,dependency,413,414,True
AE,AE01,Abū Z̧aby,Abu Zaby,emirate,401,414,True
AE,AE02,ʻAjman,ʻAjman,emirate,401,414,True
AE,AE03,Dubayy,Dubayy,emirate,401,414,True
AE,AE04,Al Fujayrah,Al Fujayrah,emirate,401,414,True
AE,AE05,Raʼs al Khaymah,Raʼs al Khaymah,emirate,401,414,True
AE,AE06,Ash Shāriqah,Ash Shariqah,emirate,401,414,True
AE,AE07,Umm al Qaywayn,Umm al Qaywayn,emirate,401,414,True
AF,AF01,Badakhshan,Badakhshan,province,399,414,True
AF,AF02,Badghis,Badghis,province,399,414,True
AF,AF03,Baghlan,Baghlan,province,399,414,True
AF,AF04,Balkh,Balkh,province,399,399,False
AF,AF05,Bamian,Bamian,province,399,414,True
AF,AF06,Farah,Farah,province,399,414,True
AF,AF07,Faryab,Faryab,province,399,414,True
AF,AF08,Ghazni,Ghazni,province,399,414,True
AF,AF09,Ghowr__Ghor,Ghowr__Ghor,province,399,414,True
AF,AF10,Helmand,Helmand,province,399,414,True
AF,AF11,Herat,Herat,province,399,414,True
AF,AF12,Jowzjan,Jowzjan,province,399,399,False
AF,AF13,Kabol,Kabol,province,399,414,True
AF,AF14,Kapisa,Kapisa,province,399,414,True
AF,AF15,Konar,Konar,province,399,408,False
AF,AF16,Laghman,Laghman,province,399,408,False
AF,AF17,Lowgar__Logar,Lowgar__Logar,province,399,414,True
AF,AF18,Nangarhar,Nangarhar,province,399,414,True
AF,AF19,Nimruz__Chakhansur,Nimruz__Chakhansur,province,399,414,True
AF,AF20,Oruzgan__Uruzgan,Oruzgan__Uruzgan,province,399,409,False
AF,AF21,Paktia,Paktia,province,399,408,False
AF,AF22,Parvan__Parwan,Parvan__Parwan,province,399,409,False
AF,AF23,Kandahar__Kandahar,Kandahar__Kandahar,province,399,414,True
AF,AF24,Kondoz__Kunduz,Kondoz__Kunduz,province,399,414,True
AF,AF25,Samangan,Samangan,province,399,399,False
AF,AF26,Takhar,Takhar,province,399,414,True
AF,AF27,Vardak__Warkak,Vardak__Warkak,province,399,414,True
AF,AF28,Zabol__Zabul,Zabol__Zabul,province,399,414,True
AF,AF29,Paktika,Paktika,province,399,414,True
AF,AF30,Balkh,Balkh,province,400,414,True
AF,AF31,Jowzjan,Jowzjan,province,400,414,True
AF,AF32,Samangan,Samangan,province,400,414,True
AF,AF33,Sar-e Pol,Sar-e Pol,province,400,414,True
AF,AF34,Konar,Konar,province,409,414,True
AF,AF35,Laghmān,Laghman,province,409,414,True
AF,AF36,Paktīā,Paktia,province,409,414,True
AF,AF37,Khowst,Khowst,province,409,414,True
AF,AF38,Nūrestān,Nurestan,province,409,414,True
AF,AF39,Orūzgān__Uruzgan,Oruzgan__Uruzgan,province,410,414,True
AF,AF40,Parvān__Parwan,Parvan__Parwan,province,410,414,True
AF,AF41,Dāykondī,Daykondi,province,410,414,True
AF,AF42,Panjshīr,Panjshir,province,410,414,True
AG,AG01,Alger,Alger,province,399,414,True
AG,AG02,Annaba,Annaba,province,399,399,False
AG,AG03,Batna,Batna,province,399,414,True
AG,AG04,Constantine,Constantine,province,399,414,True
AG,AG05,El Asnam,El Asnam,province,399,399,False
AG,AG06,Medea,Medea,province,399,414,True
AG,AG07,Mostaganem,Mostaganem,province,399,414,True
AG,AG09,Oran,Oran,province,399,414,True
AG,AG10,Saida,Saida,province,399,414,True
AG,AG12,Setif,Setif,province,399,414,True
AG,AG13,Tiaret,Tiaret,province,400,414,True
AG,AG14,Tizi Ouzou,Tizi Ouzou,province,399,414,True
AG,AG15,Tlemcen,Tlemcen,province,399,414,True
AG,AG16,Adrar,Adrar,province,399,399,False
AG,AG17,Bechar,Bechar,province,399,399,False
AG,AG18,Bejaia,Bejaia,province,399,414,True
AG,AG19,Biskra,Biskra,province,399,414,True
AG,AG20,Blida,Blida,province,399,414,True
AG,AG21,Bouira,Bouira,province,399,414,True
AG,AG22,Djelfa,Djelfa,province,399,414,True
AG,AG23,Guelma,Guelma,province,399,414,True
AG,AG24,Jijel,Jijel,province,399,414,True
AG,AG25,Laghouat,Laghouat,province,399,414,True
AG,AG26,Mascara,Mascara,province,399,414,True
AG,AG27,M'sila,M'sila,province,399,414,True
AG,AG28,Ouargla,Ouargla,province,399,399,False
AG,AG29,Oum el Bouaghi,Oum el Bouaghi,province,399,414,True
AG,AG30,Sidi Bel Abbes,Sidi Bel Abbes,province,399,414,True
AG,AG31,Skikda,Skikda,province,399,414,True
AG,AG32,Tamanrasset,Tamanrasset,province,399,399,False
AG,AG33,Tebessa,Tebessa,province,399,414,True
AG,AG34,Adrar,Adrar,province,400,414,True
AG,AG35,Ain Defla,Ain Defla,province,400,414,True
AG,AG36,Ain Temouchent,Ain Temouchent,province,400,414,True
AG,AG37,Annaba,Annaba,province,400,414,True
AG,AG38,Bechar,Bechar,province,400,414,True
AG,AG39,Bordj Bou Arreridj,Bordj Bou Arreridj,province,400,414,True
AG,AG40,Boumerdes,Boumerdes,province,400,414,True
AG,AG41,Chlef,Chlef,province,400,414,True
AG,AG42,El Bayadh,El Bayadh,province,400,414,True
AG,AG43,El Oued,El Oued,province,400,414,True
AG,AG44,El Tarf,El Tarf,province,400,414,True
AG,AG45,Ghardaia,Ghardaia,province,400,414,True
AG,AG46,Illizi,Illizi,province,400,414,True
AG,AG47,Khenchela,Khenchela,province,400,414,True
AG,AG48,Mila,Mila,province,400,414,True
AG,AG49,Naama,Naama,province,400,414,True
AG,AG50,Ouargla,Ouargla,province,400,414,True
AG,AG51,Relizane,Relizane,province,400,414,True
AG,AG52,Souk Ahras,Souk Ahras,province,400,414,True
AG,AG53,Tamanghasset,Tamanghasset,province,400,414,True
AG,AG54,Tindouf,Tindouf,province,400,414,True
AG,AG55,Tipaza,Tipaza,province,400,414,True
AG,AG56,Tissemsilt,Tissemsilt,province,400,414,True
AJ,AJ01,Abşeron,Abseron,rayon,401,414,True
AJ,AJ02,Ağcabədi,Agcabədi,rayon,401,414,True
AJ,AJ03,Ağdam,Agdam,rayon,401,414,True
AJ,AJ04,Ağdaş,Agdas,rayon,401,414,True
AJ,AJ05,Ağstafa,Agstafa,rayon,401,414,True
AJ,AJ06,Ağsu,Agsu,rayon,401,414,True
AJ,AJ08,Astara,Astara,rayon,401,414,True
AJ,AJ10,Balakən,Balakən,rayon,401,414,True
AJ,AJ11,Bərdə,Bərdə,rayon,401,414,True
AJ,AJ12,Beyləqan,Beyləqan,rayon,401,414,True
AJ,AJ13,Biləsuvar,Biləsuvar,rayon,401,414,True
AJ,AJ14,Cəbrayıl,Cəbrayıl,rayon,401,414,True
AJ,AJ15,Cəlilabad,Cəlilabad,rayon,401,414,True
AJ,AJ16,Daşkəsən,Daskəsən,rayon,401,414,True
AJ,AJ17,Dəvəçi,Dəvəci,rayon,401,414,True
AJ,AJ18,Füzuli,Fuzuli,rayon,401,414,True
AJ,AJ19,Gədəbəy,Gədəbəy,rayon,401,414,True
AJ,AJ21,Goranboy,Goranboy,rayon,401,414,True
AJ,AJ22,Göyçay,Goycay,rayon,401,414,True
AJ,AJ23,Hacıqabul,Hacıqabul,rayon,401,414,True
AJ,AJ24,İmişli,Imisli,rayon,401,414,True
AJ,AJ25,İsmayıllı,Ismayıllı,rayon,401,414,True
AJ,AJ26,Kəlbəcər,Kəlbəcər,rayon,401,414,True
AJ,AJ27,Kürdəmir,Kurdəmir,rayon,401,414,True
AJ,AJ28,Laçın,Lacın,rayon,401,414,True
AJ,AJ29,Lənkəran,Lənkəran,rayon,401,414,True
AJ,AJ31,Lerik,Lerik,rayon,401,414,True
AJ,AJ32,Masallı,Masallı,rayon,401,414,True
AJ,AJ35,Naxçıvan,Naxcıvan,autonomous republic,401,414,True
AJ,AJ36,Neftçala,Neftcala,rayon,401,414,True
AJ,AJ37,Oğuz,Oguz,rayon,401,414,True
AJ,AJ38,Qəbələ,Qəbələ,rayon,401,414,True
AJ,AJ39,Qax,Qax,rayon,401,414,True
AJ,AJ40,Qazax,Qazax,rayon,401,414,True
AJ,AJ41,Qobustan,Qobustan,rayon,401,414,True
AJ,AJ42,Quba,Quba,rayon,401,414,True
AJ,AJ43,Qubadlı,Qubadlı,rayon,401,414,True
AJ,AJ44,Qusar,Qusar,rayon,401,414,True
AJ,AJ45,Saatlı,Saatlı,rayon,401,414,True
AJ,AJ46,Sabirabad,Sabirabad,rayon,401,414,True
AJ,AJ47,Şəki,Səki,rayon,401,414,True
AJ,AJ49,Salyan,Salyan,rayon,401,414,True
AJ,AJ50,Şamaxı,Samaxı,rayon,401,414,True
AJ,AJ51,Şəmkir,Səmkir,rayon,401,414,True
AJ,AJ52,Samux,Samux,rayon,401,414,True
AJ,AJ53,Siyəzən,Siyəzən,rayon,401,414,True
AJ,AJ54,Sumqayıt,Sumqayıt,rayon,401,414,True
AJ,AJ55,Şuşa,Susa,rayon,401,414,True
AJ,AJ57,Tərtər,Tərtər,rayon,401,414,True
AJ,AJ58,Tovuz,Tovuz,rayon,401,414,True
AJ,AJ59,Ucar,Ucar,rayon,401,414,True
AJ,AJ60,Xaçmaz,Xacmaz,rayon,401,414,True
AJ,AJ62,Xanlar,Xanlar,rayon,401,414,True
AJ,AJ63,Xızı,Xızı,rayon,401,414,True
AJ,AJ64,Xocalı,Xocalı,rayon,401,414,True
AJ,AJ65,Xocavənd,Xocavənd,rayon,401,414,True
AJ,AJ66,Yardımlı,Yardımlı,rayon,401,414,True
AJ,AJ67,Yevlax,Yevlax,rayon,401,414,True
AJ,AJ69,Zəngilan,Zəngilan,rayon,401,414,True
AJ,AJ70,Zaqatala,Zaqatala,rayon,401,414,True
AJ,AJ71,Zərdab,Zərdab,rayon,401,414,True
AL,AL01,Berat,Berat,district,399,408,False
AL,AL02,Dibër,Diber,district,402,408,False
AL,AL03,Durres,Durres,district,399,408,False
AL,AL04,Elbasan,Elbasan,district,399,408,False
AL,AL05,Fier,Fier,district,399,408,False
AL,AL06,Gjirokaster,Gjirokaster,district,399,408,False
AL,AL07,Gramsh,Gramsh,district,399,408,False
AL,AL08,Kolonje,Kolonje,district,399,408,False
AL,AL09,Korce,Korce,district,399,408,False
AL,AL10,Kruje,Kruje,district,399,408,False
AL,AL11,Kukes,Kukes,district,399,408,False
AL,AL12,Lezhe,Lezhe,district,399,408,False
AL,AL13,Librazhd,Librazhd,district,399,408,False
AL,AL14,Lushnje,Lushnje,district,399,408,False
AL,AL15,Mat,Mat,district,399,408,False
AL,AL16,Mirdite,Mirdite,district,399,408,False
AL,AL17,Permet,Permet,district,399,408,False
AL,AL18,Pogradec,Pogradec,district,399,408,False
AL,AL19,Puke,Puke,district,399,408,False
AL,AL20,Sarande,Sarande,district,399,408,False
AL,AL21,Shkoder,Shkoder,district,399,408,False
AL,AL22,Skrapar,Skrapar,district,399,408,False
AL,AL23,Tepelene,Tepelene,district,399,408,False
AL,AL24,Tirane,Tirane,district,399,399,False
AL,AL25,Tirane,Tirane,municipality,399,399,False
AL,AL26,Tropoje,Tropoje,district,399,408,False
AL,AL27,Vlore,Vlore,district,399,408,False
AL,AL28,Tirane,Tirane,district,400,408,False
AL,AL29,Bulqizë,Bulqize,district,402,408,False
AL,AL30,Delvinë,Delvine,district,402,408,False
AL,AL31,Devoll,Devoll,district,402,408,False
AL,AL32,Has,Has,district,402,408,False
AL,AL33,Kavajë,Kavaje,district,402,408,False
AL,AL34,Kuçovë,Kucove,district,402,408,False
AL,AL35,Kurbin,Kurbin,district,404,408,False
AL,AL36,Malësi e Madhe,Malesi e Madhe,district,402,408,False
AL,AL37,Mallakastër,Mallakaster,district,402,408,False
AL,AL38,Peqin,Peqin,district,402,408,False
AL,AL39,Tiranë,Tirane,municipality,402,408,False
AL,AL40,Berat,Berat,county,409,414,True
AL,AL41,Dibër,Diber,county,409,414,True
AL,AL42,Durrës,Durres,county,409,414,True
AL,AL43,Elbasan,Elbasan,county,409,414,True
AL,AL44,Fier,Fier,county,409,414,True
AL,AL45,Gjirokastër,Gjirokaster,county,409,414,True
AL,AL46,Korçë,Korce,county,409,414,True
AL,AL47,Kukës,Kukes,county,409,414,True
AL,AL48,Lezhë,Lezhe,county,409,414,True
AL,AL49,Shkodër,Shkoder,county,409,414,True
AL,AL50,Tiranë,Tirane,county,409,414,True
AL,AL51,Vlorë,Vlore,county,409,414,True
AM,AM01,Aragatsotn,Aragatsotn,district,401,414,True
AM,AM02,Ararat,Ararat,district,401,414,True
AM,AM03,Armavir,Armavir,district,401,414,True
AM,AM04,Geghark'unik',Geghark'unik',district,401,414,True
AM,AM05,Kotayk',Kotayk',district,401,414,True
AM,AM06,Lorri,Lorri,district,401,414,True
AM,AM07,Shirak,Shirak,district,401,414,True
AM,AM08,Syunik',Syunik',district,401,414,True
AM,AM09,Tavush,Tavush,district,401,414,True
AM,AM10,Vayots' Dzor,Vayots' Dzor,district,401,414,True
AN,AN01,Andorra,Andorra,parish,399,405,False
AN,AN02,Canillo,Canillo,parish,399,414,True
AN,AN03,Encamp,Encamp,parish,399,414,True
AN,AN04,La Massana,La Massana,parish,399,414,True
AN,AN05,Ordino,Ordino,parish,399,414,True
AN,AN06,Sant Julia de Loria,Sant Julia de Loria,parish,399,414,True
AN,AN07,Andorra la Vella,Andorra la Vella,parish,406,414,True
AN,AN08,Escaldes-Engordany,Escaldes-Engordany,parish,406,414,True
AO,AO01,Benguela,Benguela,province,399,414,True
AO,AO02,Bie,Bie,province,399,414,True
AO,AO03,Cabinda,Cabinda,province,399,414,True
AO,AO04,Cuando Cubango,Cuando Cubango,province,399,414,True
AO,AO05,Cuanza Norte,Cuanza Norte,province,399,414,True
AO,AO06,Cuanza Sul,Cuanza Sul,province,399,414,True
AO,AO07,Cunene,Cunene,province,399,414,True
AO,AO08,Huambo,Huambo,province,399,414,True
AO,AO09,Huila,Huila,province,399,414,True
AO,AO10,Luanda,Luanda,province,399,399,False
AO,AO12,Malanje,Malanje,province,399,414,True
AO,AO13,Namibe,Namibe,province,399,414,True
AO,AO14,Moxico,Moxico,province,399,414,True
AO,AO15,Uige,Uige,province,399,414,True
AO,AO16,Zaire,Zaire,province,399,414,True
AO,AO17,Lunda Norte,Lunda Norte,province,399,414,True
AO,AO18,Lunda Sul,Lunda Sul,province,399,414,True
AO,AO19,Bengo,Bengo,province,399,414,True
AO,AO20,Luanda,Luanda,province,400,414,True
AR,AR01,Buenos Aires,Buenos Aires,province,399,414,True
AR,AR02,Catamarca,Catamarca,province,399,414,True
AR,AR03,Chaco,Chaco,province,399,414,True
AR,AR04,Chubut,Chubut,province,399,414,True
AR,AR05,Cordoba,Cordoba,province,399,414,True
AR,AR06,Corrientes,Corrientes,province,399,414,True
AR,AR07,Distrito Federal,Distrito Federal,district,399,414,True
AR,AR08,Entre Rios,Entre Rios,province,399,414,True
AR,AR09,Formosa,Formosa,province,399,414,True
AR,AR10,Jujuy,Jujuy,province,399,414,True
AR,AR11,La Pampa,La Pampa,province,399,414,True
AR,AR12,La Rioja,La Rioja,province,399,414,True
AR,AR13,Mendoza,Mendoza,province,399,414,True
AR,AR14,Misiones,Misiones,province,399,414,True
AR,AR15,Neuquen,Neuquen,province,399,414,True
AR,AR16,Rio Negro,Rio Negro,province,399,414,True
AR,AR17,Salta,Salta,province,399,414,True
AR,AR18,San Juan,San Juan,province,399,414,True
AR,AR19,San Luis,San Luis,province,399,414,True
AR,AR20,Santa Cruz,Santa Cruz,province,399,414,True
AR,AR21,Santa Fe,Santa Fe,province,399,414,True
AR,AR22,Santiago del Estero,Santiago del Estero,province,399,414,True
AR,AR23,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antartida e Islas del Atlantico Sur",province,403,414,True
AR,AR24,Tucuman,Tucuman,province,399,414,True
AS,AS01,Australian Capital Territory,Australian Capital Territory,territory,399,414,True
AS,AS02,New South Wales,New South Wales,state,399,414,True
AS,AS03,Northern Territory,Northern Territory,territory,399,414,True
AS,AS04,Queensland,Queensland,state,399,414,True
AS,AS05,South Australia,South Australia,state,399,414,True
AS,AS06,Tasmania,Tasmania,state,399,414,True
AS,AS07,Victoria,Victoria,state,399,414,True
AS,AS08,Western Australia,Western Australia,state,399,414,True
AU,AU01,Burgenland,Burgenland,state,399,414,True
AU,AU02,Karnten,Karnten,state,399,414,True
AU,AU03,Niederosterreich,Niederosterreich,state,399,414,True
AU,AU04,Oberosterreich,Oberosterreich,state,399,414,True
AU,AU05,Salzburg,Salzburg,state,399,414,True
AU,AU06,Steiermark,Steiermark,state,399,414,True
AU,AU07,Tirol,Tirol,state,399,414,True
AU,AU08,Vorarlberg,Vorarlberg,state,399,414,True
AU,AU09,Wien,Wien,state,399,414,True
BA,BA01,Al Hadd,Al Hadd,municipality,399,414,True
BA,BA02,Al Manamah,Al Manamah,municipality,399,414,True
BA,BA03,Al Muharraq,Al Muharraq,municipality,399,411,False
BA,BA05,Jidd Hafs,Jidd Hafs,municipality,399,414,True
BA,BA06,Sitrah,Sitrah,municipality,399,414,True
BA,BA07,Al Rifa` wa al Mintaqah al Janubiyah,Al Rifa` wa al Mintaqah al Janubiyah,municipality,399,399,False
BA,BA08,Al Mintaqah al Gharbiyah,Al Mintaqah al Gharbiyah,municipality,399,414,True
BA,BA09,Mintaqat Juzur Hawar,Mintaqat Juzur Hawar,municipality,399,414,True
BA,BA10,Al Mintaqah ash Shamaliyah,Al Mintaqah ash Shamaliyah,municipality,399,414,True
BA,BA11,Al Mintaqah al Wusta,Al Mintaqah al Wusta,municipality,399,414,True
BA,BA12,Madinat `Isa,Madinat `Isa,municipality,400,414,True
BA,BA13,Ar Rifa` wa al Mintaqah al Janubiyah,Ar Rifa` wa al Mintaqah al Janubiyah,municipality,400,414,True
BA,BA14,Madinat Hamad,Madinat Hamad,municipality,400,414,True
BA,BA15,Al Muḩarraq,Al Muharraq,municipality,412,414,True
BA,BA16,Al ‘Āşimah,Al ‘Asimah,municipality,412,414,True
BA,BA17,Al Janūbīyah,Al Janubiyah,municipality,412,414,True
BA,BA18,Ash Shamālīyah,Ash Shamaliyah,municipality,412,414,True
BA,BA19,Al Wusţá,Al Wusta,municipality,412,414,True
BB,BB01,Christ Church,Christ Church,parish,399,414,True
BB,BB02,Saint Andrew,Saint Andrew,parish,399,414,True
BB,BB03,Saint George,Saint George,parish,399,414,True
BB,BB04,Saint James,Saint James,parish,399,414,True
BB,BB05,Saint John,Saint John,parish,399,414,True
BB,BB06,Saint Joseph,Saint Joseph,parish,399,414,True
BB,BB07,Saint Lucy,Saint Lucy,parish,399,414,True
BB,BB08,Saint Michael,Saint Michael,parish,399,414,True
BB,BB09,Saint Peter,Saint Peter,parish,399,414,True
BB,BB10,Saint Philip,Saint Philip,parish,399,414,True
BB,BB11,Saint Thomas,Saint Thomas,parish,399,414,True
BC,BC01,Central,Central,district,399,414,True
BC,BC02,Chobe,Chobe,district,399,409,False
BC,BC03,Ghanzi,Ghanzi,district,399,414,True
BC,BC04,Kgalagadi,Kgalagadi,district,399,414,True
BC,BC05,Kgatleng,Kgatleng,district,399,414,True
BC,BC06,Kweneng,Kweneng,district,399,414,True
BC,BC07,Ngamiland,Ngamiland,district,399,409,False
BC,BC08,North-East,North-East,district,399,414,True
BC,BC09,South-East,South-East,district,399,414,True
BC,BC10,Southern,Southern,district,399,414,True
BC,BC11,North West,North West,district,410,414,True
BD,BD01,Devonshire,Devonshire,parish,399,414,True
BD,BD02,Hamilton,Hamilton,parish,399,414,True
BD,BD03,Hamilton,Hamilton,municipality,399,414,True
BD,BD04,Paget,Paget,parish,399,414,True
BD,BD05,Pembroke,Pembroke,parish,399,414,True
BD,BD06,Saint George,Saint George,municipality,399,414,True
BD,BD07,Saint George's,Saint George's,parish,399,414,True
BD,BD08,Sandys,Sandys,parish,399,414,True
BD,BD09,Smiths,Smiths,parish,399,414,True
BD,BD10,Southampton,Southampton,parish,399,414,True
BD,BD11,Warwick,Warwick,parish,399,414,True
BF,BF01,Abaco,Abaco,district,399,399,False
BF,BF02,Acklins Island,Acklins Island,district,399,399,False
BF,BF03,Andros Island,Andros Island,district,399,399,False
BF,BF04,Berry Islands,Berry Islands,district,399,399,False
BF,BF05,Bimini,Bimini,district,400,414,True
BF,BF06,Cat Island,Cat Island,district,399,414,True
BF,BF07,Cay Lobos,Cay Lobos,district,399,399,False
BF,BF08,Crooked Island,Crooked Island,district,399,399,False
BF,BF09,Eleuthera,Eleuthera,district,399,399,False
BF,BF10,Exuma,Exuma,district,399,414,True
BF,BF11,Grand Bahama,Grand Bahama,district,399,399,False
BF,BF12,Harbour Island,Harbour Island,district,399,399,False
BF,BF13,Inagua,Inagua,district,399,414,True
BF,BF14,Long Cay,Long Cay,district,399,399,False
BF,BF15,Long Island,Long Island,district,399,414,True
BF,BF16,Mayaguana,Mayaguana,district,399,414,True
BF,BF17,New Providence,New Providence,district,399,399,False
BF,BF18,Ragged Island,Ragged Island,district,399,414,True
BF,BF19,Rum Cay,Rum Cay,district,399,399,False
BF,BF20,San Salvador,San Salvador,district,399,399,False
BF,BF21,Spanish Wells,Spanish Wells,district,399,399,False
BF,BF22,Harbour Island,Harbour Island,district,400,414,True
BF,BF23,New Providence,New Providence,district,400,414,True
BF,BF24,Acklins and Crooked Islands,Acklins and Crooked Islands,district,400,414,True
BF,BF25,Freeport,Freeport,district,400,414,True
BF,BF26,Fresh Creek,Fresh Creek,district,400,414,True
BF,BF27,Governor's Harbour,Governor's Harbour,district,400,414,True
BF,BF28,Green Turtle Cay,Green Turtle Cay,district,400,414,True
BF,BF29,High Rock,High Rock,district,400,414,True
BF,BF30,Kemps Bay,Kemps Bay,district,400,414,True
BF,BF31,Marsh Harbour,Marsh Harbour,district,400,414,True
BF,BF32,Nichollstown and Berry Islands,Nichollstown and Berry Islands,district,400,414,True
BF,BF33,Rock Sound,Rock Sound,district,400,414,True
BF,BF34,Sandy Point,Sandy Point,district,400,414,True
BF,BF35,San Salvador and Rum Cay,San Salvador and Rum Cay,district,400,414,True
BG,BG01,Barisal,Barisal,district,399,400,False
BG,BG02,Bogra,Bogra,district,399,399,False
BG,BG03,Chittagong,Chittagong,district,399,399,False
BG,BG04,Bandarban,Bandarban,district,399,400,False
BG,BG05,Comilla,Comilla,district,399,400,False
BG,BG06,Dacca,Dacca,district,399,399,False
BG,BG07,Dinajpur,Dinajpur,district,399,399,False
BG,BG08,Faridpur,Faridpur,district,399,399,False
BG,BG09,Jessore,Jessore,district,399,399,False
BG,BG10,Khulna,Khulna,district,399,399,False
BG,BG11,Kushtia,Kushtia,district,399,399,False
BG,BG12,Mymensingh,Mymensingh,district,399,400,False
BG,BG13,Noakhali,Noakhali,district,399,400,False
BG,BG14,Pabna,Pabna,district,399,399,False
BG,BG15,Patuakhali,Patuakhali,district,399,400,False
BG,BG16,Rajshaihi,Rajshaihi,district,399,399,False
BG,BG17,Rangpur,Rangpur,district,399,399,False
BG,BG18,Sylhet,Sylhet,district,399,399,False
BG,BG19,Tangail,Tangail,district,399,399,False
BG,BG20,Ramgarh,Ramgarh,district,399,399,False
BG,BG21,Rangamati,Rangamati,district,399,399,False
BG,BG22,Bagerhat,Bagerhat,district,400,400,False
BG,BG23,Bhola,Bhola,district,400,400,False
BG,BG24,Bogra,Bogra,district,400,400,False
BG,BG25,Barguna,Barguna,district,400,400,False
BG,BG26,Brahmanbaria,Brahmanbaria,district,400,400,False
BG,BG27,Chandpur,Chandpur,district,400,400,False
BG,BG28,Chapai Nawabganj,Chapai Nawabganj,district,400,400,False
BG,BG29,Chattagram,Chattagram,district,400,400,False
BG,BG30,Chuadanga,Chuadanga,district,400,400,False
BG,BG31,Cox's Bazar,Cox's Bazar,district,400,400,False
BG,BG32,Dhaka,Dhaka,district,400,400,False
BG,BG33,Dinajpur,Dinajpur,district,400,400,False
BG,BG34,Faridpur,Faridpur,district,400,400,False
BG,BG35,Feni,Feni,district,400,400,False
BG,BG36,Gaibandha,Gaibandha,district,400,400,False
BG,BG37,Gazipur,Gazipur,district,400,400,False
BG,BG38,Gopalganj,Gopalganj,district,400,400,False
BG,BG39,Habiganj,Habiganj,district,400,400,False
BG,BG40,Jaipurhat,Jaipurhat,district,400,400,False
BG,BG41,Jamalpur,Jamalpur,district,400,400,False
BG,BG42,Jessore,Jessore,district,400,400,False
BG,BG43,Jhalakati,Jhalakati,district,400,400,False
BG,BG44,Jhenaidah,Jhenaidah,district,400,400,False
BG,BG45,Khagrachari,Khagrachari,district,400,400,False
BG,BG46,Khulna,Khulna,district,400,400,False
BG,BG47,Kishorganj,Kishorganj,district,400,400,False
BG,BG48,Kurigram,Kurigram,district,400,400,False
BG,BG49,Kushtia,Kushtia,district,400,400,False
BG,BG50,Laksmipur,Laksmipur,district,400,400,False
BG,BG51,Lalmonirhat,Lalmonirhat,district,400,400,False
BG,BG52,Madaripur,Madaripur,district,400,400,False
BG,BG53,Magura,Magura,district,400,400,False
BG,BG54,Manikganj,Manikganj,district,400,400,False
BG,BG55,Meherpur,Meherpur,district,400,400,False
BG,BG56,Moulavibazar,Moulavibazar,district,400,400,False
BG,BG57,Munshiganj,Munshiganj,district,400,400,False
BG,BG58,Naogaon,Naogaon,district,400,400,False
BG,BG59,Narail,Narail,district,400,400,False
BG,BG60,Narayanganj,Narayanganj,district,400,400,False
BG,BG61,Narsingdi,Narsingdi,district,400,400,False
BG,BG62,Nator,Nator,district,400,400,False
BG,BG63,Netrakona,Netrakona,district,400,400,False
BG,BG64,Nilphamari,Nilphamari,district,400,400,False
BG,BG65,Pabna,Pabna,district,400,400,False
BG,BG66,Panchagar,Panchagar,district,400,400,False
BG,BG67,Parbattya Chattagram,Parbattya Chattagram,district,400,400,False
BG,BG68,Pirojpur,Pirojpur,district,400,400,False
BG,BG69,Rajbari,Rajbari,district,400,400,False
BG,BG70,Rajshahi,Rajshahi,district,400,400,False
BG,BG71,Rangpur,Rangpur,district,400,400,False
BG,BG72,Satkhira,Satkhira,district,400,400,False
BG,BG73,Shariyatpur,Shariyatpur,district,400,400,False
BG,BG74,Sherpur,Sherpur,district,400,400,False
BG,BG75,Sirajganj,Sirajganj,district,400,400,False
BG,BG76,Sunamganj,Sunamganj,district,400,400,False
BG,BG77,Sylhet,Sylhet,district,400,400,False
BG,BG78,Tangail,Tangail,district,400,400,False
BG,BG79,Thakurgaon,Thakurgaon,district,400,400,False
BG,BG80,Chittagong,Chittagong,division,401,409,False
BG,BG81,Dhaka,Dhaka,division,401,414,True
BG,BG82,Khulna,Khulna,division,401,414,True
BG,BG83,Rājshāhi,Rajshahi,division,401,414,True
BG,BG84,Chittagong,Chittagong,division,410,414,True
BG,BG85,Barisāl,Barisal,division,410,414,True
BG,BG86,Sylhet,Sylhet,division,410,414,True
BH,BH01,Belize,Belize,district,399,414,True
BH,BH02,Cayo,Cayo,district,399,414,True
BH,BH03,Corozal,Corozal,district,399,414,True
BH,BH04,Orange Walk,Orange Walk,district,399,414,True
BH,BH05,Stann Creek,Stann Creek,district,399,414,True
BH,BH06,Toledo,Toledo,district,399,414,True
BK,BK01,Federation of Bosnia and Herzegovina [conventional]; Federacija Bosne i Hercegovine [Serbocroatian],Federation of Bosnia and Herzegovina [conventional]; Federacija Bosne i Hercegovine [Serbocroatian],federation,408,414,True
